Cancer_Label,Sex,Period,Age_Group,Age_Group_Sort,Total_Cases,Total_Population,Rate_per_100k
Mouth,Male,2013-2017,75-79,16,39,237704,16.40695991653485
Oesophagus,Female,1993-1997,0-4,1,0,643220,0.0
Oesophagus,Female,1993-1997,5-9,2,0,725190,0.0
Oesophagus,Female,1993-1997,10-14,3,0,608940,0.0
Oesophagus,Female,1993-1997,15-19,4,0,598555,0.0
Oesophagus,Female,1993-1997,20-24,5,1,704920,0.14186006922771377
Oesophagus,Female,1993-1997,25-29,6,2,637700,0.31362709738121375
Oesophagus,Female,1993-1997,30-34,7,6,556745,1.077692660014908
Oesophagus,Female,1993-1997,35-39,8,9,530755,1.6956976382700115
Oesophagus,Female,1993-1997,40-44,9,20,364390,5.488624825050083
Oesophagus,Female,1993-1997,45-49,10,19,242000,7.8512396694214885
Oesophagus,Female,1993-1997,50-54,11,28,177085,15.811615890673972
Oesophagus,Female,1993-1997,55-59,12,23,147355,15.608564351396288
Oesophagus,Female,1993-1997,60-64,13,31,156375,19.82414068745004
Oesophagus,Female,1993-1997,65-69,14,40,91160,43.87889425186486
Oesophagus,Female,1993-1997,70-74,15,32,65790,48.63961088311293
Oesophagus,Female,1993-1997,75-79,16,16,33340,47.990401919616076
Oesophagus,Male,1993-1997,0-4,1,1,654595,0.1527662142240622
Oesophagus,Male,1993-1997,5-9,2,0,797660,0.0
Oesophagus,Male,1993-1997,10-14,3,0,615965,0.0
Oesophagus,Male,1993-1997,15-19,4,0,665315,0.0
Oesophagus,Male,1993-1997,20-24,5,2,721845,0.2770677915619004
Oesophagus,Male,1993-1997,25-29,6,3,658605,0.4555082333113171
Oesophagus,Male,1993-1997,30-34,7,5,603600,0.8283631544068919
Oesophagus,Male,1993-1997,35-39,8,7,576945,1.2132872284186533
Oesophagus,Male,1993-1997,40-44,9,15,483375,3.1031807602792862
Oesophagus,Male,1993-1997,45-49,10,19,355980,5.33737850441036
Oesophagus,Male,1993-1997,50-54,11,34,243975,13.935854083410186
Oesophagus,Male,1993-1997,55-59,12,32,145090,22.055276035564134
Oesophagus,Male,1993-1997,60-64,13,58,160220,36.200224691049804
Oesophagus,Male,1993-1997,65-69,14,42,86120,48.76915931258709
Oesophagus,Male,1993-1997,70-74,15,42,67385,62.328411367515024
Oesophagus,Male,1993-1997,75-79,16,28,29310,95.53053565336063
Oesophagus,Female,1998-2002,0-4,1,0,756655,0.0
Oesophagus,Female,1998-2002,5-9,2,0,778730,0.0
Oesophagus,Female,1998-2002,10-14,3,0,870590,0.0
Oesophagus,Female,1998-2002,15-19,4,0,798260,0.0
Oesophagus,Female,1998-2002,20-24,5,0,912800,0.0
Oesophagus,Female,1998-2002,25-29,6,1,880815,0.1135312182467374
Oesophagus,Female,1998-2002,30-34,7,2,713015,0.2804990077347601
Oesophagus,Female,1998-2002,35-39,8,5,654240,0.7642455368060651
Oesophagus,Female,1998-2002,40-44,9,12,485225,2.4730794992014014
Oesophagus,Female,1998-2002,45-49,10,21,419695,5.003633591060175
Oesophagus,Female,1998-2002,50-54,11,31,311145,9.963200437095246
Oesophagus,Female,1998-2002,55-59,12,30,226335,13.254688846179336
Oesophagus,Female,1998-2002,60-64,13,30,209555,14.316050678819405
Oesophagus,Female,1998-2002,65-69,14,60,168525,35.60302625723187
Oesophagus,Female,1998-2002,70-74,15,46,111500,41.25560538116592
Oesophagus,Female,1998-2002,75-79,16,28,56570,49.496199398974724
Oesophagus,Male,1998-2002,0-4,1,1,837385,0.11941938296004825
Oesophagus,Male,1998-2002,5-9,2,0,846900,0.0
Oesophagus,Male,1998-2002,10-14,3,1,946070,0.10570042385869967
Oesophagus,Male,1998-2002,15-19,4,1,950555,0.10520169795540502
Oesophagus,Male,1998-2002,20-24,5,5,1059265,0.4720254138482816
Oesophagus,Male,1998-2002,25-29,6,4,954795,0.4189380966594924
Oesophagus,Male,1998-2002,30-34,7,4,813295,0.4918264590339299
Oesophagus,Male,1998-2002,35-39,8,12,689670,1.7399625908042975
Oesophagus,Male,1998-2002,40-44,9,31,589150,5.261817873207162
Oesophagus,Male,1998-2002,45-49,10,34,463275,7.339053477955858
Oesophagus,Male,1998-2002,50-54,11,46,379430,12.123448330390321
Oesophagus,Male,1998-2002,55-59,12,41,247215,16.584754161357523
Oesophagus,Male,1998-2002,60-64,13,57,205510,27.735876599678846
Oesophagus,Male,1998-2002,65-69,14,53,147085,36.03358602168814
Oesophagus,Male,1998-2002,70-74,15,42,104545,40.17408771342484
Oesophagus,Male,1998-2002,75-79,16,24,54630,43.93190554640307
Oesophagus,Female,2003-2007,0-4,1,0,841379,0.0
Oesophagus,Female,2003-2007,5-9,2,0,842661,0.0
Oesophagus,Female,2003-2007,10-14,3,0,1005738,0.0
Oesophagus,Female,2003-2007,15-19,4,0,930824,0.0
Oesophagus,Female,2003-2007,20-24,5,1,1062940,0.0940786874141532
Oesophagus,Female,2003-2007,25-29,6,2,1034593,0.1933127326397917
Oesophagus,Female,2003-2007,30-34,7,6,842246,0.7123809433348451
Oesophagus,Female,2003-2007,35-39,8,7,773050,0.9055041717870771
Oesophagus,Female,2003-2007,40-44,9,15,579958,2.5863941871652774
Oesophagus,Female,2003-2007,45-49,10,18,513620,3.5045364277092013
Oesophagus,Female,2003-2007,50-54,11,25,377656,6.619780964687441
Oesophagus,Female,2003-2007,55-59,12,33,269642,12.23844949970702
Oesophagus,Female,2003-2007,60-64,13,29,244715,11.850519992644506
Oesophagus,Female,2003-2007,65-69,14,45,210595,21.36802868064294
Oesophagus,Female,2003-2007,70-74,15,42,136640,30.73770491803279
Oesophagus,Female,2003-2007,75-79,16,25,141402,17.680089390531958
Oesophagus,Male,2003-2007,0-4,1,0,951909,0.0
Oesophagus,Male,2003-2007,5-9,2,0,912393,0.0
Oesophagus,Male,2003-2007,10-14,3,0,1103733,0.0
Oesophagus,Male,2003-2007,15-19,4,0,1124183,0.0
Oesophagus,Male,2003-2007,20-24,5,0,1258508,0.0
Oesophagus,Male,2003-2007,25-29,6,4,1130162,0.35393156025419364
Oesophagus,Male,2003-2007,30-34,7,1,953709,0.10485378663722372
Oesophagus,Male,2003-2007,35-39,8,13,799027,1.6269788129812888
Oesophagus,Male,2003-2007,40-44,9,16,690338,2.3177052400418345
Oesophagus,Male,2003-2007,45-49,10,23,548984,4.189557437010915
Oesophagus,Male,2003-2007,50-54,11,32,458670,6.976693483332243
Oesophagus,Male,2003-2007,55-59,12,43,295689,14.542306274497866
Oesophagus,Male,2003-2007,60-64,13,41,236778,17.315797920414905
Oesophagus,Male,2003-2007,65-69,14,63,178871,35.2209133956874
Oesophagus,Male,2003-2007,70-74,15,48,125967,38.105218033294435
Oesophagus,Male,2003-2007,75-79,16,38,130948,29.01915264074289
Oesophagus,Female,2008-2011,0-4,1,0,829911,0.0
Oesophagus,Female,2008-2011,5-9,2,0,761063,0.0
Oesophagus,Female,2008-2011,10-14,3,0,1094154,0.0
Oesophagus,Female,2008-2011,15-19,4,0,1006524,0.0
Oesophagus,Female,2008-2011,20-24,5,0,1128163,0.0
Oesophagus,Female,2008-2011,25-29,6,1,1115926,0.08961167675992852
Oesophagus,Female,2008-2011,30-34,7,3,901495,0.3327805478677086
Oesophagus,Female,2008-2011,35-39,8,6,804982,0.7453582813031845
Oesophagus,Female,2008-2011,40-44,9,12,637887,1.881210935479168
Oesophagus,Female,2008-2011,45-49,10,22,618364,3.557775032181692
Oesophagus,Female,2008-2011,50-54,11,16,452736,3.5340684195646026
Oesophagus,Female,2008-2011,55-59,12,24,301253,7.966725642566216
Oesophagus,Female,2008-2011,60-64,13,36,259687,13.862842575870182
Oesophagus,Female,2008-2011,65-69,14,29,256286,11.315483483296005
Oesophagus,Female,2008-2011,70-74,15,26,160934,16.155691152894974
Oesophagus,Female,2008-2011,75-79,16,27,186746,14.458141004358861
Oesophagus,Male,2008-2011,0-4,1,0,998887,0.0
Oesophagus,Male,2008-2011,5-9,2,0,807911,0.0
Oesophagus,Male,2008-2011,10-14,3,0,1245851,0.0
Oesophagus,Male,2008-2011,15-19,4,0,1270231,0.0
Oesophagus,Male,2008-2011,20-24,5,1,1437551,0.0695627494259334
Oesophagus,Male,2008-2011,25-29,6,1,1271128,0.07867028340182892
Oesophagus,Male,2008-2011,30-34,7,5,1026110,0.4872771925037277
Oesophagus,Male,2008-2011,35-39,8,5,810974,0.6165425771972961
Oesophagus,Male,2008-2011,40-44,9,12,720791,1.6648376575179213
Oesophagus,Male,2008-2011,45-49,10,15,596503,2.5146562548721465
Oesophagus,Male,2008-2011,50-54,11,30,537176,5.584761791293729
Oesophagus,Male,2008-2011,55-59,12,35,345999,10.11563617235888
Oesophagus,Male,2008-2011,60-64,13,46,243451,18.894972704979647
Oesophagus,Male,2008-2011,65-69,14,53,210311,25.20077409170229
Oesophagus,Male,2008-2011,70-74,15,36,131185,27.442161832526583
Oesophagus,Male,2008-2011,75-79,16,35,172552,20.283740553572255
Oesophagus,Female,2013-2017,0-4,1,0,1074305,0.0
Oesophagus,Female,2013-2017,5-9,2,0,963313,0.0
Oesophagus,Female,2013-2017,10-14,3,0,907697,0.0
Oesophagus,Female,2013-2017,15-19,4,2,996311,0.20074053182189094
Oesophagus,Female,2013-2017,20-24,5,0,1541215,0.0
Oesophagus,Female,2013-2017,25-29,6,1,1650504,0.060587553862335386
Oesophagus,Female,2013-2017,30-34,7,7,1297818,0.5393668449659351
Oesophagus,Female,2013-2017,35-39,8,11,1062421,1.0353711005335926
Oesophagus,Female,2013-2017,40-44,9,16,877902,1.8225268879669938
Oesophagus,Female,2013-2017,45-49,10,30,736162,4.0751899717725175
Oesophagus,Female,2013-2017,50-54,11,32,610618,5.240592317946736
Oesophagus,Female,2013-2017,55-59,12,34,513842,6.616819956328988
Oesophagus,Female,2013-2017,60-64,13,54,439699,12.281128681211465
Oesophagus,Female,2013-2017,65-69,14,51,273122,18.67297398232292
Oesophagus,Female,2013-2017,70-74,15,24,193940,12.374961328245849
Oesophagus,Female,2013-2017,75-79,16,31,261372,11.860490029536447
Oesophagus,Male,2013-2017,0-4,1,0,1197333,0.0
Oesophagus,Male,2013-2017,5-9,2,0,1112778,0.0
Oesophagus,Male,2013-2017,10-14,3,0,1031264,0.0
Oesophagus,Male,2013-2017,15-19,4,0,1142065,0.0
Oesophagus,Male,2013-2017,20-24,5,0,1686156,0.0
Oesophagus,Male,2013-2017,25-29,6,2,1790878,0.11167706566276431
Oesophagus,Male,2013-2017,30-34,7,4,1506026,0.26559966428202436
Oesophagus,Male,2013-2017,35-39,8,3,1224909,0.24491615295503583
Oesophagus,Male,2013-2017,40-44,9,9,964181,0.9334346974271428
Oesophagus,Male,2013-2017,45-49,10,19,760050,2.499835537135715
Oesophagus,Male,2013-2017,50-54,11,24,641815,3.7393953086169693
Oesophagus,Male,2013-2017,55-59,12,51,536567,9.50487078034989
Oesophagus,Male,2013-2017,60-64,13,82,456396,17.966853346655096
Oesophagus,Male,2013-2017,65-69,14,70,299347,23.384233013860168
Oesophagus,Male,2013-2017,70-74,15,65,197559,32.90156358353707
Oesophagus,Male,2013-2017,75-79,16,34,237704,14.3035035169791
Ovary,Female,1993-1997,0-4,1,1,643220,0.1554678026180778
Ovary,Female,1993-1997,5-9,2,2,725190,0.2757897930197603
Ovary,Female,1993-1997,10-14,3,2,608940,0.3284395835386081
Ovary,Female,1993-1997,15-19,4,2,598555,0.3341380491350001
Ovary,Female,1993-1997,20-24,5,3,704920,0.4255802076831413
Ovary,Female,1993-1997,25-29,6,4,637700,0.6272541947624275
Ovary,Female,1993-1997,30-34,7,12,556745,2.155385320029816
Ovary,Female,1993-1997,35-39,8,17,530755,3.202984427843355
Ovary,Female,1993-1997,40-44,9,31,364390,8.50736847882763
Ovary,Female,1993-1997,45-49,10,33,242000,13.636363636363637
Ovary,Female,1993-1997,50-54,11,35,177085,19.764519863342464
Ovary,Female,1993-1997,55-59,12,39,147355,26.466696074106746
Ovary,Female,1993-1997,60-64,13,36,156375,23.02158273381295
Ovary,Female,1993-1997,65-69,14,22,91160,24.133391838525668
Ovary,Female,1993-1997,70-74,15,28,65790,42.55965952272382
Ovary,Female,1993-1997,75-79,16,8,33340,23.995200959808038
Ovary,Female,1998-2002,0-4,1,1,756655,0.13216062802730438
Ovary,Female,1998-2002,5-9,2,0,778730,0.0
Ovary,Female,1998-2002,10-14,3,0,870590,0.0
Ovary,Female,1998-2002,15-19,4,7,798260,0.8769072733194698
Ovary,Female,1998-2002,20-24,5,8,912800,0.8764241893076249
Ovary,Female,1998-2002,25-29,6,13,880815,1.4759058372075862
Ovary,Female,1998-2002,30-34,7,18,713015,2.5244910696128415
Ovary,Female,1998-2002,35-39,8,25,654240,3.821227684030325
Ovary,Female,1998-2002,40-44,9,35,485225,7.21314853933742
Ovary,Female,1998-2002,45-49,10,53,419695,12.628218110770918
Ovary,Female,1998-2002,50-54,11,61,311145,19.60500731170355
Ovary,Female,1998-2002,55-59,12,42,226335,18.556564384651068
Ovary,Female,1998-2002,60-64,13,52,209555,24.814487843286962
Ovary,Female,1998-2002,65-69,14,45,168525,26.7022696929239
Ovary,Female,1998-2002,70-74,15,46,111500,41.25560538116592
Ovary,Female,1998-2002,75-79,16,22,56570,38.88987095633728
Ovary,Female,2003-2007,0-4,1,1,841379,0.11885250285543139
Ovary,Female,2003-2007,5-9,2,1,842661,0.11867168410547065
Ovary,Female,2003-2007,10-14,3,2,1005738,0.19885894736004806
Ovary,Female,2003-2007,15-19,4,5,930824,0.5371584746418228
Ovary,Female,2003-2007,20-24,5,11,1062940,1.0348655615556852
Ovary,Female,2003-2007,25-29,6,9,1034593,0.8699072968790627
Ovary,Female,2003-2007,30-34,7,10,842246,1.187301572224742
Ovary,Female,2003-2007,35-39,8,27,773050,3.492658948321583
Ovary,Female,2003-2007,40-44,9,35,579958,6.034919770052314
Ovary,Female,2003-2007,45-49,10,50,513620,9.734823410303338
Ovary,Female,2003-2007,50-54,11,55,377656,14.563518122312368
Ovary,Female,2003-2007,55-59,12,50,269642,18.543105302586394
Ovary,Female,2003-2007,60-64,13,63,244715,25.744233087469095
Ovary,Female,2003-2007,65-69,14,40,210595,18.993803271682612
Ovary,Female,2003-2007,70-74,15,36,136640,26.346604215456676
Ovary,Female,2003-2007,75-79,16,22,141402,15.558478663668122
Ovary,Female,2008-2011,0-4,1,1,829911,0.1204948482427634
Ovary,Female,2008-2011,5-9,2,0,761063,0.0
Ovary,Female,2008-2011,10-14,3,2,1094154,0.1827896255920099
Ovary,Female,2008-2011,15-19,4,2,1006524,0.19870365733951698
Ovary,Female,2008-2011,20-24,5,4,1128163,0.3545586940894179
Ovary,Female,2008-2011,25-29,6,10,1115926,0.8961167675992853
Ovary,Female,2008-2011,30-34,7,9,901495,0.9983416436031258
Ovary,Female,2008-2011,35-39,8,24,804982,2.981433125212738
Ovary,Female,2008-2011,40-44,9,41,637887,6.4274706962204915
Ovary,Female,2008-2011,45-49,10,49,618364,7.924135298950133
Ovary,Female,2008-2011,50-54,11,41,452736,9.056050325134294
Ovary,Female,2008-2011,55-59,12,56,301253,18.589026499321168
Ovary,Female,2008-2011,60-64,13,41,259687,15.788237378074374
Ovary,Female,2008-2011,65-69,14,47,256286,18.338887024652145
Ovary,Female,2008-2011,70-74,15,26,160934,16.155691152894974
Ovary,Female,2008-2011,75-79,16,23,186746,12.31619418889829
Ovary,Female,2013-2017,0-4,1,0,1074305,0.0
Ovary,Female,2013-2017,5-9,2,1,963313,0.10380841948567081
Ovary,Female,2013-2017,10-14,3,3,907697,0.3305067660243451
Ovary,Female,2013-2017,15-19,4,4,996311,0.4014810636437819
Ovary,Female,2013-2017,20-24,5,4,1541215,0.2595354963454158
Ovary,Female,2013-2017,25-29,6,11,1650504,0.6664630924856892
Ovary,Female,2013-2017,30-34,7,14,1297818,1.0787336899318702
Ovary,Female,2013-2017,35-39,8,35,1062421,3.2943625926068854
Ovary,Female,2013-2017,40-44,9,63,877902,7.176199621370039
Ovary,Female,2013-2017,45-49,10,92,736162,12.497249246769053
Ovary,Female,2013-2017,50-54,11,112,610618,18.342073112813576
Ovary,Female,2013-2017,55-59,12,104,513842,20.239684572300437
Ovary,Female,2013-2017,60-64,13,108,439699,24.56225736242293
Ovary,Female,2013-2017,65-69,14,96,273122,35.149127496137254
Ovary,Female,2013-2017,70-74,15,72,193940,37.12488398473755
Ovary,Female,2013-2017,75-79,16,40,261372,15.303858102627672
Prostate,Male,1993-1997,0-4,1,0,654595,0.0
Prostate,Male,1993-1997,5-9,2,0,797660,0.0
Prostate,Male,1993-1997,10-14,3,0,615965,0.0
Prostate,Male,1993-1997,15-19,4,1,665315,0.15030474286616113
Prostate,Male,1993-1997,20-24,5,0,721845,0.0
Prostate,Male,1993-1997,25-29,6,0,658605,0.0
Prostate,Male,1993-1997,30-34,7,1,603600,0.1656726308813784
Prostate,Male,1993-1997,35-39,8,2,576945,0.346653493833901
Prostate,Male,1993-1997,40-44,9,1,483375,0.20687871735195243
Prostate,Male,1993-1997,45-49,10,3,355980,0.8427439743805831
Prostate,Male,1993-1997,50-54,11,8,243975,3.2790244902141614
Prostate,Male,1993-1997,55-59,12,9,145090,6.203046385002412
Prostate,Male,1993-1997,60-64,13,42,160220,26.213955810760208
Prostate,Male,1993-1997,65-69,14,28,86120,32.51277287505806
Prostate,Male,1993-1997,70-74,15,48,67385,71.23247013430289
Prostate,Male,1993-1997,75-79,16,32,29310,109.17775503241215
Prostate,Male,1998-2002,0-4,1,0,837385,0.0
Prostate,Male,1998-2002,5-9,2,1,846900,0.11807769512339118
Prostate,Male,1998-2002,10-14,3,1,946070,0.10570042385869967
Prostate,Male,1998-2002,15-19,4,0,950555,0.0
Prostate,Male,1998-2002,20-24,5,1,1059265,0.09440508276965631
Prostate,Male,1998-2002,25-29,6,0,954795,0.0
Prostate,Male,1998-2002,30-34,7,0,813295,0.0
Prostate,Male,1998-2002,35-39,8,1,689670,0.1449968825670248
Prostate,Male,1998-2002,40-44,9,1,589150,0.1697360604260375
Prostate,Male,1998-2002,45-49,10,4,463275,0.8634180562301009
Prostate,Male,1998-2002,50-54,11,15,379430,3.95329836860554
Prostate,Male,1998-2002,55-59,12,17,247215,6.87660538397751
Prostate,Male,1998-2002,60-64,13,32,205510,15.571018441924966
Prostate,Male,1998-2002,65-69,14,49,147085,33.31407009552299
Prostate,Male,1998-2002,70-74,15,74,104545,70.78291644746281
Prostate,Male,1998-2002,75-79,16,61,54630,111.66025993044114
Prostate,Male,2003-2007,0-4,1,0,951909,0.0
Prostate,Male,2003-2007,5-9,2,0,912393,0.0
Prostate,Male,2003-2007,10-14,3,0,1103733,0.0
Prostate,Male,2003-2007,15-19,4,1,1124183,0.08895348888926446
Prostate,Male,2003-2007,20-24,5,1,1258508,0.07945916911136044
Prostate,Male,2003-2007,25-29,6,1,1130162,0.08848289006354841
Prostate,Male,2003-2007,30-34,7,0,953709,0.0
Prostate,Male,2003-2007,35-39,8,1,799027,0.12515221638317603
Prostate,Male,2003-2007,40-44,9,1,690338,0.14485657750261466
Prostate,Male,2003-2007,45-49,10,5,548984,0.910773355871938
Prostate,Male,2003-2007,50-54,11,7,458670,1.5261516994789284
Prostate,Male,2003-2007,55-59,12,20,295689,6.76386338348738
Prostate,Male,2003-2007,60-64,13,47,236778,19.8498171282805
Prostate,Male,2003-2007,65-69,14,73,178871,40.81153456960603
Prostate,Male,2003-2007,70-74,15,91,125967,72.24114252145402
Prostate,Male,2003-2007,75-79,16,89,130948,67.96591013226625
Prostate,Male,2008-2011,0-4,1,1,998887,0.10011142401492862
Prostate,Male,2008-2011,5-9,2,0,807911,0.0
Prostate,Male,2008-2011,10-14,3,0,1245851,0.0
Prostate,Male,2008-2011,15-19,4,1,1270231,0.07872583805622757
Prostate,Male,2008-2011,20-24,5,0,1437551,0.0
Prostate,Male,2008-2011,25-29,6,0,1271128,0.0
Prostate,Male,2008-2011,30-34,7,0,1026110,0.0
Prostate,Male,2008-2011,35-39,8,0,810974,0.0
Prostate,Male,2008-2011,40-44,9,2,720791,0.2774729429196536
Prostate,Male,2008-2011,45-49,10,7,596503,1.1735062522736683
Prostate,Male,2008-2011,50-54,11,6,537176,1.1169523582587457
Prostate,Male,2008-2011,55-59,12,26,345999,7.514472585180882
Prostate,Male,2008-2011,60-64,13,55,243451,22.591815190736536
Prostate,Male,2008-2011,65-69,14,80,210311,38.038904289361945
Prostate,Male,2008-2011,70-74,15,87,131185,66.31855776193925
Prostate,Male,2008-2011,75-79,16,97,172552,56.214938105614536
Prostate,Male,2013-2017,0-4,1,0,1197333,0.0
Prostate,Male,2013-2017,5-9,2,0,1112778,0.0
Prostate,Male,2013-2017,10-14,3,0,1031264,0.0
Prostate,Male,2013-2017,15-19,4,0,1142065,0.0
Prostate,Male,2013-2017,20-24,5,0,1686156,0.0
Prostate,Male,2013-2017,25-29,6,1,1790878,0.055838532831382154
Prostate,Male,2013-2017,30-34,7,1,1506026,0.06639991607050609
Prostate,Male,2013-2017,35-39,8,1,1224909,0.08163871765167861
Prostate,Male,2013-2017,40-44,9,3,964181,0.31114489914238097
Prostate,Male,2013-2017,45-49,10,3,760050,0.3947108742845865
Prostate,Male,2013-2017,50-54,11,19,641815,2.9603546193217674
Prostate,Male,2013-2017,55-59,12,46,536567,8.573020703845
Prostate,Male,2013-2017,60-64,13,102,456396,22.349012699497806
Prostate,Male,2013-2017,65-69,14,200,299347,66.81209432531477
Prostate,Male,2013-2017,70-74,15,204,197559,103.26029186217788
Prostate,Male,2013-2017,75-79,16,175,237704,73.62097398445125
Rectum,Female,1993-1997,0-4,1,0,643220,0.0
Rectum,Female,1993-1997,5-9,2,0,725190,0.0
Rectum,Female,1993-1997,10-14,3,0,608940,0.0
Rectum,Female,1993-1997,15-19,4,1,598555,0.16706902456750006
Rectum,Female,1993-1997,20-24,5,2,704920,0.28372013845542754
Rectum,Female,1993-1997,25-29,6,2,637700,0.31362709738121375
Rectum,Female,1993-1997,30-34,7,2,556745,0.35923088667163605
Rectum,Female,1993-1997,35-39,8,4,530755,0.7536433947866717
Rectum,Female,1993-1997,40-44,9,6,364390,1.646587447515025
Rectum,Female,1993-1997,45-49,10,5,242000,2.066115702479339
Rectum,Female,1993-1997,50-54,11,11,177085,6.211706242764774
Rectum,Female,1993-1997,55-59,12,4,147355,2.714532930677615
Rectum,Female,1993-1997,60-64,13,7,156375,4.476418864908073
Rectum,Female,1993-1997,65-69,14,7,91160,7.678806494076349
Rectum,Female,1993-1997,70-74,15,7,65790,10.639914880680955
Rectum,Female,1993-1997,75-79,16,7,33340,20.995800839832032
Rectum,Male,1993-1997,0-4,1,0,654595,0.0
Rectum,Male,1993-1997,5-9,2,0,797660,0.0
Rectum,Male,1993-1997,10-14,3,0,615965,0.0
Rectum,Male,1993-1997,15-19,4,0,665315,0.0
Rectum,Male,1993-1997,20-24,5,2,721845,0.2770677915619004
Rectum,Male,1993-1997,25-29,6,6,658605,0.9110164666226342
Rectum,Male,1993-1997,30-34,7,1,603600,0.1656726308813784
Rectum,Male,1993-1997,35-39,8,5,576945,0.8666337345847525
Rectum,Male,1993-1997,40-44,9,7,483375,1.4481510214636668
Rectum,Male,1993-1997,45-49,10,9,355980,2.5282319231417496
Rectum,Male,1993-1997,50-54,11,8,243975,3.2790244902141614
Rectum,Male,1993-1997,55-59,12,6,145090,4.135364256668274
Rectum,Male,1993-1997,60-64,13,9,160220,5.617276245162901
Rectum,Male,1993-1997,65-69,14,9,86120,10.45053413841152
Rectum,Male,1993-1997,70-74,15,15,67385,22.26014691696965
Rectum,Male,1993-1997,75-79,16,5,29310,17.0590242238144
Rectum,Female,1998-2002,0-4,1,0,756655,0.0
Rectum,Female,1998-2002,5-9,2,0,778730,0.0
Rectum,Female,1998-2002,10-14,3,0,870590,0.0
Rectum,Female,1998-2002,15-19,4,0,798260,0.0
Rectum,Female,1998-2002,20-24,5,3,912800,0.32865907099035935
Rectum,Female,1998-2002,25-29,6,5,880815,0.567656091233687
Rectum,Female,1998-2002,30-34,7,2,713015,0.2804990077347601
Rectum,Female,1998-2002,35-39,8,9,654240,1.3756419662509172
Rectum,Female,1998-2002,40-44,9,6,485225,1.2365397496007007
Rectum,Female,1998-2002,45-49,10,7,419695,1.6678778636867249
Rectum,Female,1998-2002,50-54,11,13,311145,4.178116312330264
Rectum,Female,1998-2002,55-59,12,16,226335,7.0691673846289795
Rectum,Female,1998-2002,60-64,13,26,209555,12.407243921643481
Rectum,Female,1998-2002,65-69,14,16,168525,9.49414033526183
Rectum,Female,1998-2002,70-74,15,14,111500,12.556053811659194
Rectum,Female,1998-2002,75-79,16,7,56570,12.374049849743681
Rectum,Male,1998-2002,0-4,1,0,837385,0.0
Rectum,Male,1998-2002,5-9,2,0,846900,0.0
Rectum,Male,1998-2002,10-14,3,0,946070,0.0
Rectum,Male,1998-2002,15-19,4,0,950555,0.0
Rectum,Male,1998-2002,20-24,5,6,1059265,0.5664304966179379
Rectum,Male,1998-2002,25-29,6,2,954795,0.2094690483297462
Rectum,Male,1998-2002,30-34,7,7,813295,0.8606963033093773
Rectum,Male,1998-2002,35-39,8,10,689670,1.449968825670248
Rectum,Male,1998-2002,40-44,9,4,589150,0.67894424170415
Rectum,Male,1998-2002,45-49,10,11,463275,2.3743996546327772
Rectum,Male,1998-2002,50-54,11,16,379430,4.216851593179243
Rectum,Male,1998-2002,55-59,12,13,247215,5.258580587747508
Rectum,Male,1998-2002,60-64,13,17,205510,8.272103547272637
Rectum,Male,1998-2002,65-69,14,20,147085,13.597579630825713
Rectum,Male,1998-2002,70-74,15,14,104545,13.391362571141613
Rectum,Male,1998-2002,75-79,16,10,54630,18.304960644334617
Rectum,Female,2003-2007,0-4,1,0,841379,0.0
Rectum,Female,2003-2007,5-9,2,0,842661,0.0
Rectum,Female,2003-2007,10-14,3,0,1005738,0.0
Rectum,Female,2003-2007,15-19,4,0,930824,0.0
Rectum,Female,2003-2007,20-24,5,1,1062940,0.0940786874141532
Rectum,Female,2003-2007,25-29,6,2,1034593,0.1933127326397917
Rectum,Female,2003-2007,30-34,7,4,842246,0.47492062888989683
Rectum,Female,2003-2007,35-39,8,12,773050,1.5522928659207036
Rectum,Female,2003-2007,40-44,9,8,579958,1.3794102331548146
Rectum,Female,2003-2007,45-49,10,8,513620,1.557571745648534
Rectum,Female,2003-2007,50-54,11,15,377656,3.971868578812464
