Cancer_Label,Sex,Period,Age_Group,Age_Group_Sort,Total_Cases,Total_Population,Rate_per_100k
Rectum,Female,2003-2007,55-59,12,13,269642,4.821207378672462
Rectum,Female,2003-2007,60-64,13,14,244715,5.720940686104243
Rectum,Female,2003-2007,65-69,14,16,210595,7.597521308673046
Rectum,Female,2003-2007,70-74,15,20,136640,14.637002341920375
Rectum,Female,2003-2007,75-79,16,9,141402,6.364832180591506
Rectum,Male,2003-2007,0-4,1,0,951909,0.0
Rectum,Male,2003-2007,5-9,2,1,912393,0.10960189304389666
Rectum,Male,2003-2007,10-14,3,1,1103733,0.09060162195023615
Rectum,Male,2003-2007,15-19,4,1,1124183,0.08895348888926446
Rectum,Male,2003-2007,20-24,5,4,1258508,0.3178366764454418
Rectum,Male,2003-2007,25-29,6,4,1130162,0.35393156025419364
Rectum,Male,2003-2007,30-34,7,10,953709,1.0485378663722373
Rectum,Male,2003-2007,35-39,8,12,799027,1.5018265965981124
Rectum,Male,2003-2007,40-44,9,10,690338,1.4485657750261467
Rectum,Male,2003-2007,45-49,10,9,548984,1.6393920405694884
Rectum,Male,2003-2007,50-54,11,17,458670,3.7063684130202543
Rectum,Male,2003-2007,55-59,12,16,295689,5.411090706789905
Rectum,Male,2003-2007,60-64,13,19,236778,8.024394158241051
Rectum,Male,2003-2007,65-69,14,36,178871,20.126236226107082
Rectum,Male,2003-2007,70-74,15,20,125967,15.877174180539347
Rectum,Male,2003-2007,75-79,16,9,130948,6.8729572043864735
Rectum,Female,2008-2011,0-4,1,0,829911,0.0
Rectum,Female,2008-2011,5-9,2,0,761063,0.0
Rectum,Female,2008-2011,10-14,3,0,1094154,0.0
Rectum,Female,2008-2011,15-19,4,0,1006524,0.0
Rectum,Female,2008-2011,20-24,5,1,1128163,0.08863967352235448
Rectum,Female,2008-2011,25-29,6,6,1115926,0.5376700605595711
Rectum,Female,2008-2011,30-34,7,3,901495,0.3327805478677086
Rectum,Female,2008-2011,35-39,8,7,804982,0.8695846615203819
Rectum,Female,2008-2011,40-44,9,10,637887,1.5676757795659733
Rectum,Female,2008-2011,45-49,10,11,618364,1.778887516090846
Rectum,Female,2008-2011,50-54,11,8,452736,1.7670342097823013
Rectum,Female,2008-2011,55-59,12,21,301253,6.9708849372454385
Rectum,Female,2008-2011,60-64,13,25,259687,9.62697401102096
Rectum,Female,2008-2011,65-69,14,19,256286,7.413592626987039
Rectum,Female,2008-2011,70-74,15,11,160934,6.835100103147875
Rectum,Female,2008-2011,75-79,16,10,186746,5.35486703865143
Rectum,Male,2008-2011,0-4,1,0,998887,0.0
Rectum,Male,2008-2011,5-9,2,0,807911,0.0
Rectum,Male,2008-2011,10-14,3,0,1245851,0.0
Rectum,Male,2008-2011,15-19,4,1,1270231,0.07872583805622757
Rectum,Male,2008-2011,20-24,5,3,1437551,0.20868824827780025
Rectum,Male,2008-2011,25-29,6,9,1271128,0.7080325506164604
Rectum,Male,2008-2011,30-34,7,4,1026110,0.38982175400298213
Rectum,Male,2008-2011,35-39,8,9,810974,1.109776638955133
Rectum,Male,2008-2011,40-44,9,12,720791,1.6648376575179213
Rectum,Male,2008-2011,45-49,10,16,596503,2.6823000051969563
Rectum,Male,2008-2011,50-54,11,27,537176,5.026285612164355
Rectum,Male,2008-2011,55-59,12,27,345999,7.803490761533993
Rectum,Male,2008-2011,60-64,13,28,243451,11.50128773346587
Rectum,Male,2008-2011,65-69,14,33,210311,15.691048019361801
Rectum,Male,2008-2011,70-74,15,16,131185,12.196516370011816
Rectum,Male,2008-2011,75-79,16,21,172552,12.170244332143353
Rectum,Female,2013-2017,0-4,1,0,1074305,0.0
Rectum,Female,2013-2017,5-9,2,0,963313,0.0
Rectum,Female,2013-2017,10-14,3,0,907697,0.0
Rectum,Female,2013-2017,15-19,4,0,996311,0.0
Rectum,Female,2013-2017,20-24,5,4,1541215,0.2595354963454158
Rectum,Female,2013-2017,25-29,6,9,1650504,0.5452879847610185
Rectum,Female,2013-2017,30-34,7,8,1297818,0.6164192513896402
Rectum,Female,2013-2017,35-39,8,16,1062421,1.505994328048862
Rectum,Female,2013-2017,40-44,9,19,877902,2.1642506794608054
Rectum,Female,2013-2017,45-49,10,25,736162,3.3959916431437644
Rectum,Female,2013-2017,50-54,11,25,610618,4.094212748395888
Rectum,Female,2013-2017,55-59,12,27,513842,5.254533494731843
Rectum,Female,2013-2017,60-64,13,38,439699,8.64227573863029
Rectum,Female,2013-2017,65-69,14,44,273122,16.11001676906291
Rectum,Female,2013-2017,70-74,15,35,193940,18.04681860369186
Rectum,Female,2013-2017,75-79,16,16,261372,6.12154324105107
Rectum,Male,2013-2017,0-4,1,0,1197333,0.0
Rectum,Male,2013-2017,5-9,2,0,1112778,0.0
Rectum,Male,2013-2017,10-14,3,0,1031264,0.0
Rectum,Male,2013-2017,15-19,4,4,1142065,0.3502427620144212
Rectum,Male,2013-2017,20-24,5,4,1686156,0.23722597434638312
Rectum,Male,2013-2017,25-29,6,13,1790878,0.7259009268079679
Rectum,Male,2013-2017,30-34,7,17,1506026,1.1287985731986034
Rectum,Male,2013-2017,35-39,8,25,1224909,2.040967941291965
Rectum,Male,2013-2017,40-44,9,22,964181,2.2817292603774604
Rectum,Male,2013-2017,45-49,10,31,760050,4.07867903427406
Rectum,Male,2013-2017,50-54,11,35,641815,5.453284825066413
Rectum,Male,2013-2017,55-59,12,59,536567,10.995830902757717
Rectum,Male,2013-2017,60-64,13,69,456396,15.11844976730734
Rectum,Male,2013-2017,65-69,14,61,299347,20.377688769221006
Rectum,Male,2013-2017,70-74,15,47,197559,23.790361360403725
Rectum,Male,2013-2017,75-79,16,25,237704,10.517281997778749
Stomach,Female,1993-1997,0-4,1,0,643220,0.0
Stomach,Female,1993-1997,5-9,2,0,725190,0.0
Stomach,Female,1993-1997,10-14,3,0,608940,0.0
Stomach,Female,1993-1997,15-19,4,1,598555,0.16706902456750006
Stomach,Female,1993-1997,20-24,5,0,704920,0.0
Stomach,Female,1993-1997,25-29,6,2,637700,0.31362709738121375
Stomach,Female,1993-1997,30-34,7,1,556745,0.17961544333581803
Stomach,Female,1993-1997,35-39,8,4,530755,0.7536433947866717
Stomach,Female,1993-1997,40-44,9,5,364390,1.3721562062625208
Stomach,Female,1993-1997,45-49,10,4,242000,1.6528925619834711
Stomach,Female,1993-1997,50-54,11,12,177085,6.776406810288844
Stomach,Female,1993-1997,55-59,12,16,147355,10.85813172271046
Stomach,Female,1993-1997,60-64,13,22,156375,14.068745003996804
Stomach,Female,1993-1997,65-69,14,13,91160,14.260640631856079
Stomach,Female,1993-1997,70-74,15,8,65790,12.159902720778232
Stomach,Female,1993-1997,75-79,16,13,33340,38.99220155968806
Stomach,Male,1993-1997,0-4,1,2,654595,0.3055324284481244
Stomach,Male,1993-1997,5-9,2,0,797660,0.0
Stomach,Male,1993-1997,10-14,3,0,615965,0.0
Stomach,Male,1993-1997,15-19,4,1,665315,0.15030474286616113
Stomach,Male,1993-1997,20-24,5,0,721845,0.0
Stomach,Male,1993-1997,25-29,6,1,658605,0.15183607777043903
Stomach,Male,1993-1997,30-34,7,8,603600,1.3253810470510272
Stomach,Male,1993-1997,35-39,8,9,576945,1.5599407222525545
Stomach,Male,1993-1997,40-44,9,19,483375,3.9306956296870963
Stomach,Male,1993-1997,45-49,10,15,355980,4.213719871902916
Stomach,Male,1993-1997,50-54,11,31,243975,12.706219899579876
Stomach,Male,1993-1997,55-59,12,25,145090,17.23068440278448
Stomach,Male,1993-1997,60-64,13,39,160220,24.341530395705902
Stomach,Male,1993-1997,65-69,14,40,86120,46.44681839294008
Stomach,Male,1993-1997,70-74,15,29,67385,43.036284039474666
Stomach,Male,1993-1997,75-79,16,17,29310,58.00068236096895
Stomach,Female,1998-2002,0-4,1,0,756655,0.0
Stomach,Female,1998-2002,5-9,2,1,778730,0.12841421288508212
Stomach,Female,1998-2002,10-14,3,0,870590,0.0
Stomach,Female,1998-2002,15-19,4,1,798260,0.12527246761706712
Stomach,Female,1998-2002,20-24,5,1,912800,0.10955302366345311
Stomach,Female,1998-2002,25-29,6,1,880815,0.1135312182467374
Stomach,Female,1998-2002,30-34,7,7,713015,0.9817465270716605
Stomach,Female,1998-2002,35-39,8,5,654240,0.7642455368060651
Stomach,Female,1998-2002,40-44,9,10,485225,2.0608995826678345
Stomach,Female,1998-2002,45-49,10,13,419695,3.097487461132489
Stomach,Female,1998-2002,50-54,11,21,311145,6.749264812225811
Stomach,Female,1998-2002,55-59,12,10,226335,4.418229615393113
Stomach,Female,1998-2002,60-64,13,13,209555,6.2036219608217404
Stomach,Female,1998-2002,65-69,14,16,168525,9.49414033526183
Stomach,Female,1998-2002,70-74,15,20,111500,17.937219730941703
Stomach,Female,1998-2002,75-79,16,18,56570,31.818985327912323
Stomach,Male,1998-2002,0-4,1,2,837385,0.2388387659200965
Stomach,Male,1998-2002,5-9,2,0,846900,0.0
Stomach,Male,1998-2002,10-14,3,0,946070,0.0
Stomach,Male,1998-2002,15-19,4,0,950555,0.0
Stomach,Male,1998-2002,20-24,5,3,1059265,0.28321524830896894
Stomach,Male,1998-2002,25-29,6,4,954795,0.4189380966594924
Stomach,Male,1998-2002,30-34,7,8,813295,0.9836529180678598
Stomach,Male,1998-2002,35-39,8,6,689670,0.8699812954021487
Stomach,Male,1998-2002,40-44,9,17,589150,2.885513027242638
Stomach,Male,1998-2002,45-49,10,19,463275,4.101235767092979
Stomach,Male,1998-2002,50-54,11,41,379430,10.805682207521809
Stomach,Male,1998-2002,55-59,12,27,247215,10.921667374552516
Stomach,Male,1998-2002,60-64,13,34,205510,16.544207094545275
Stomach,Male,1998-2002,65-69,14,43,147085,29.234796206275284
Stomach,Male,1998-2002,70-74,15,21,104545,20.08704385671242
Stomach,Male,1998-2002,75-79,16,27,54630,49.423393739703464
Stomach,Female,2003-2007,0-4,1,0,841379,0.0
Stomach,Female,2003-2007,5-9,2,0,842661,0.0
Stomach,Female,2003-2007,10-14,3,0,1005738,0.0
Stomach,Female,2003-2007,15-19,4,1,930824,0.10743169492836455
Stomach,Female,2003-2007,20-24,5,0,1062940,0.0
Stomach,Female,2003-2007,25-29,6,0,1034593,0.0
Stomach,Female,2003-2007,30-34,7,4,842246,0.47492062888989683
Stomach,Female,2003-2007,35-39,8,5,773050,0.6467886941336266
Stomach,Female,2003-2007,40-44,9,5,579958,0.8621313957217592
Stomach,Female,2003-2007,45-49,10,8,513620,1.557571745648534
Stomach,Female,2003-2007,50-54,11,13,377656,3.442286101637469
Stomach,Female,2003-2007,55-59,12,14,269642,5.19206948472419
Stomach,Female,2003-2007,60-64,13,13,244715,5.312302065668226
Stomach,Female,2003-2007,65-69,14,22,210595,10.446591799425438
Stomach,Female,2003-2007,70-74,15,16,136640,11.7096018735363
Stomach,Female,2003-2007,75-79,16,12,141402,8.48644290745534
Stomach,Male,2003-2007,0-4,1,0,951909,0.0
Stomach,Male,2003-2007,5-9,2,0,912393,0.0
Stomach,Male,2003-2007,10-14,3,0,1103733,0.0
Stomach,Male,2003-2007,15-19,4,0,1124183,0.0
Stomach,Male,2003-2007,20-24,5,0,1258508,0.0
Stomach,Male,2003-2007,25-29,6,2,1130162,0.17696578012709682
Stomach,Male,2003-2007,30-34,7,8,953709,0.8388302930977898
Stomach,Male,2003-2007,35-39,8,7,799027,0.8760655146822321
Stomach,Male,2003-2007,40-44,9,10,690338,1.4485657750261467
Stomach,Male,2003-2007,45-49,10,15,548984,2.732320067615814
Stomach,Male,2003-2007,50-54,11,29,458670,6.322628469269846
Stomach,Male,2003-2007,55-59,12,37,295689,12.513147259451653
Stomach,Male,2003-2007,60-64,13,46,236778,19.427480593636233
Stomach,Male,2003-2007,65-69,14,40,178871,22.362484695674535
Stomach,Male,2003-2007,70-74,15,38,125967,30.16663094302476
Stomach,Male,2003-2007,75-79,16,29,130948,22.146195436356418
Stomach,Female,2008-2011,0-4,1,0,829911,0.0
Stomach,Female,2008-2011,5-9,2,0,761063,0.0
Stomach,Female,2008-2011,10-14,3,0,1094154,0.0
Stomach,Female,2008-2011,15-19,4,0,1006524,0.0
Stomach,Female,2008-2011,20-24,5,1,1128163,0.08863967352235448
Stomach,Female,2008-2011,25-29,6,5,1115926,0.44805838379964263
Stomach,Female,2008-2011,30-34,7,6,901495,0.6655610957354172
Stomach,Female,2008-2011,35-39,8,8,804982,0.9938110417375793
Stomach,Female,2008-2011,40-44,9,3,637887,0.470302733869792
Stomach,Female,2008-2011,45-49,10,5,618364,0.8085852345867484
Stomach,Female,2008-2011,50-54,11,13,452736,2.8714305908962396
Stomach,Female,2008-2011,55-59,12,18,301253,5.975044231924661
Stomach,Female,2008-2011,60-64,13,20,259687,7.701579208816767
Stomach,Female,2008-2011,65-69,14,17,256286,6.633214455725244
Stomach,Female,2008-2011,70-74,15,17,160934,10.563336523046715
Stomach,Female,2008-2011,75-79,16,9,186746,4.819380334786287
Stomach,Male,2008-2011,0-4,1,0,998887,0.0
Stomach,Male,2008-2011,5-9,2,0,807911,0.0
Stomach,Male,2008-2011,10-14,3,0,1245851,0.0
Stomach,Male,2008-2011,15-19,4,0,1270231,0.0
Stomach,Male,2008-2011,20-24,5,1,1437551,0.0695627494259334
Stomach,Male,2008-2011,25-29,6,4,1271128,0.3146811336073157
Stomach,Male,2008-2011,30-34,7,9,1026110,0.8770989465067098
Stomach,Male,2008-2011,35-39,8,7,810974,0.8631596080762145
Stomach,Male,2008-2011,40-44,9,18,720791,2.497256486276882
Stomach,Male,2008-2011,45-49,10,14,596503,2.3470125045473367
Stomach,Male,2008-2011,50-54,11,27,537176,5.026285612164355
Stomach,Male,2008-2011,55-59,12,28,345999,8.092508937887104
Stomach,Male,2008-2011,60-64,13,31,243451,12.733568562051502
Stomach,Male,2008-2011,65-69,14,39,210311,18.543965841063947
Stomach,Male,2008-2011,70-74,15,23,131185,17.532492281891983
Stomach,Male,2008-2011,75-79,16,21,172552,12.170244332143353
Stomach,Female,2013-2017,0-4,1,1,1074305,0.09308343533726456
Stomach,Female,2013-2017,5-9,2,0,963313,0.0
Stomach,Female,2013-2017,10-14,3,0,907697,0.0
Stomach,Female,2013-2017,15-19,4,2,996311,0.20074053182189094
Stomach,Female,2013-2017,20-24,5,1,1541215,0.06488387408635395
Stomach,Female,2013-2017,25-29,6,5,1650504,0.30293776931167693
Stomach,Female,2013-2017,30-34,7,5,1297818,0.3852620321185251
Stomach,Female,2013-2017,35-39,8,8,1062421,0.752997164024431
Stomach,Female,2013-2017,40-44,9,8,877902,0.9112634439834969
Stomach,Female,2013-2017,45-49,10,15,736162,2.0375949858862588
Stomach,Female,2013-2017,50-54,11,22,610618,3.602907218588381
Stomach,Female,2013-2017,55-59,12,18,513842,3.503022329821229
Stomach,Female,2013-2017,60-64,13,33,439699,7.5051341940736735
Stomach,Female,2013-2017,65-69,14,27,273122,9.885692108288604
Stomach,Female,2013-2017,70-74,15,17,193940,8.765597607507477
Stomach,Female,2013-2017,75-79,16,20,261372,7.651929051313836
Stomach,Male,2013-2017,0-4,1,0,1197333,0.0
Stomach,Male,2013-2017,5-9,2,1,1112778,0.08986518425058727
Stomach,Male,2013-2017,10-14,3,2,1031264,0.1939367611009402
Stomach,Male,2013-2017,15-19,4,1,1142065,0.0875606905036053
Stomach,Male,2013-2017,20-24,5,3,1686156,0.17791948075978736
Stomach,Male,2013-2017,25-29,6,5,1790878,0.27919266415691074
Stomach,Male,2013-2017,30-34,7,8,1506026,0.5311993285640487
Stomach,Male,2013-2017,35-39,8,12,1224909,0.9796646118201433
Stomach,Male,2013-2017,40-44,9,17,964181,1.763154428473492
Stomach,Male,2013-2017,45-49,10,24,760050,3.157686994276692
Stomach,Male,2013-2017,50-54,11,39,641815,6.076517376502575
Stomach,Male,2013-2017,55-59,12,54,536567,10.063980826252825
Stomach,Male,2013-2017,60-64,13,55,456396,12.050938220317443
Stomach,Male,2013-2017,65-69,14,67,299347,22.382051598980446
Stomach,Male,2013-2017,70-74,15,49,197559,24.802717162974098
Stomach,Male,2013-2017,75-79,16,35,237704,14.72419479689025
Tongue,Female,1993-1997,0-4,1,0,643220,0.0
Tongue,Female,1993-1997,5-9,2,0,725190,0.0
Tongue,Female,1993-1997,10-14,3,0,608940,0.0
Tongue,Female,1993-1997,15-19,4,0,598555,0.0
Tongue,Female,1993-1997,20-24,5,0,704920,0.0
Tongue,Female,1993-1997,25-29,6,0,637700,0.0
Tongue,Female,1993-1997,30-34,7,4,556745,0.7184617733432721
Tongue,Female,1993-1997,35-39,8,3,530755,0.5652325460900038
Tongue,Female,1993-1997,40-44,9,6,364390,1.646587447515025
Tongue,Female,1993-1997,45-49,10,11,242000,4.545454545454545
Tongue,Female,1993-1997,50-54,11,8,177085,4.517604540192563
Tongue,Female,1993-1997,55-59,12,6,147355,4.071799396016423
Tongue,Female,1993-1997,60-64,13,14,156375,8.952837729816146
Tongue,Female,1993-1997,65-69,14,11,91160,12.066695919262834
Tongue,Female,1993-1997,70-74,15,4,65790,6.079951360389116
Tongue,Female,1993-1997,75-79,16,1,33340,2.9994001199760048
Tongue,Male,1993-1997,0-4,1,0,654595,0.0
Tongue,Male,1993-1997,5-9,2,0,797660,0.0
Tongue,Male,1993-1997,10-14,3,0,615965,0.0
Tongue,Male,1993-1997,15-19,4,1,665315,0.15030474286616113
Tongue,Male,1993-1997,20-24,5,1,721845,0.1385338957809502
Tongue,Male,1993-1997,25-29,6,3,658605,0.4555082333113171
Tongue,Male,1993-1997,30-34,7,5,603600,0.8283631544068919
Tongue,Male,1993-1997,35-39,8,5,576945,0.8666337345847525
Tongue,Male,1993-1997,40-44,9,14,483375,2.8963020429273336
Tongue,Male,1993-1997,45-49,10,21,355980,5.899207820664082
Tongue,Male,1993-1997,50-54,11,21,243975,8.607439286812173
Tongue,Male,1993-1997,55-59,12,20,145090,13.784547522227584
Tongue,Male,1993-1997,60-64,13,22,160220,13.731119710398202
Tongue,Male,1993-1997,65-69,14,17,86120,19.739897816999537
Tongue,Male,1993-1997,70-74,15,11,67385,16.324107739111078
Tongue,Male,1993-1997,75-79,16,8,29310,27.294438758103038
Tongue,Female,1998-2002,0-4,1,0,756655,0.0
Tongue,Female,1998-2002,5-9,2,0,778730,0.0
Tongue,Female,1998-2002,10-14,3,1,870590,0.11486463203115128
Tongue,Female,1998-2002,15-19,4,0,798260,0.0
Tongue,Female,1998-2002,20-24,5,1,912800,0.10955302366345311
Tongue,Female,1998-2002,25-29,6,6,880815,0.6811873094804244
Tongue,Female,1998-2002,30-34,7,7,713015,0.9817465270716605
Tongue,Female,1998-2002,35-39,8,4,654240,0.6113964294448521
Tongue,Female,1998-2002,40-44,9,8,485225,1.6487196661342678
Tongue,Female,1998-2002,45-49,10,12,419695,2.859219194891528
Tongue,Female,1998-2002,50-54,11,27,311145,8.677626187147471
Tongue,Female,1998-2002,55-59,12,9,226335,3.9764066538538008
Tongue,Female,1998-2002,60-64,13,22,209555,10.498437164467562
Tongue,Female,1998-2002,65-69,14,13,168525,7.713989022400238
Tongue,Female,1998-2002,70-74,15,7,111500,6.278026905829597
Tongue,Female,1998-2002,75-79,16,4,56570,7.070885628424961
Tongue,Male,1998-2002,0-4,1,0,837385,0.0
Tongue,Male,1998-2002,5-9,2,0,846900,0.0
Tongue,Male,1998-2002,10-14,3,0,946070,0.0
Tongue,Male,1998-2002,15-19,4,0,950555,0.0
Tongue,Male,1998-2002,20-24,5,3,1059265,0.28321524830896894
Tongue,Male,1998-2002,25-29,6,3,954795,0.3142035724946193
Tongue,Male,1998-2002,30-34,7,8,813295,0.9836529180678598
Tongue,Male,1998-2002,35-39,8,3,689670,0.4349906477010744
Tongue,Male,1998-2002,40-44,9,22,589150,3.734193329372825
Tongue,Male,1998-2002,45-49,10,23,463275,4.96465382332308
Tongue,Male,1998-2002,50-54,11,23,379430,6.0617241651951606
Tongue,Male,1998-2002,55-59,12,22,247215,8.899136379265013
Tongue,Male,1998-2002,60-64,13,29,205510,14.111235462994502
Tongue,Male,1998-2002,65-69,14,24,147085,16.317095556990854
Tongue,Male,1998-2002,70-74,15,21,104545,20.08704385671242
Tongue,Male,1998-2002,75-79,16,13,54630,23.796448837634998
Tongue,Female,2003-2007,0-4,1,0,841379,0.0
Tongue,Female,2003-2007,5-9,2,0,842661,0.0
Tongue,Female,2003-2007,10-14,3,0,1005738,0.0
Tongue,Female,2003-2007,15-19,4,0,930824,0.0
Tongue,Female,2003-2007,20-24,5,1,1062940,0.0940786874141532
Tongue,Female,2003-2007,25-29,6,1,1034593,0.09665636631989585
Tongue,Female,2003-2007,30-34,7,8,842246,0.9498412577797937
Tongue,Female,2003-2007,35-39,8,7,773050,0.9055041717870771
Tongue,Female,2003-2007,40-44,9,10,579958,1.7242627914435185
Tongue,Female,2003-2007,45-49,10,12,513620,2.336357618472801
Tongue,Female,2003-2007,50-54,11,22,377656,5.8254072489249475
Tongue,Female,2003-2007,55-59,12,16,269642,5.933793696827646
Tongue,Female,2003-2007,60-64,13,18,244715,7.355495167848313
Tongue,Female,2003-2007,65-69,14,16,210595,7.597521308673046
Tongue,Female,2003-2007,70-74,15,10,136640,7.318501170960188
Tongue,Female,2003-2007,75-79,16,3,141402,2.121610726863835
Tongue,Male,2003-2007,0-4,1,0,951909,0.0
Tongue,Male,2003-2007,5-9,2,1,912393,0.10960189304389666
Tongue,Male,2003-2007,10-14,3,0,1103733,0.0
Tongue,Male,2003-2007,15-19,4,1,1124183,0.08895348888926446
Tongue,Male,2003-2007,20-24,5,2,1258508,0.1589183382227209
Tongue,Male,2003-2007,25-29,6,9,1130162,0.7963460105719358
Tongue,Male,2003-2007,30-34,7,19,953709,1.9922219461072508
Tongue,Male,2003-2007,35-39,8,15,799027,1.8772832457476405
Tongue,Male,2003-2007,40-44,9,18,690338,2.607418395047064
Tongue,Male,2003-2007,45-49,10,23,548984,4.189557437010915
Tongue,Male,2003-2007,50-54,11,31,458670,6.75867181197811
Tongue,Male,2003-2007,55-59,12,35,295689,11.836760921102917
Tongue,Male,2003-2007,60-64,13,30,236778,12.670096039327978
Tongue,Male,2003-2007,65-69,14,26,178871,14.535615052188447
Tongue,Male,2003-2007,70-74,15,14,125967,11.114021926377543
Tongue,Male,2003-2007,75-79,16,6,130948,4.581971469590982
Tongue,Female,2008-2011,0-4,1,0,829911,0.0
Tongue,Female,2008-2011,5-9,2,0,761063,0.0
Tongue,Female,2008-2011,10-14,3,0,1094154,0.0
Tongue,Female,2008-2011,15-19,4,0,1006524,0.0
Tongue,Female,2008-2011,20-24,5,1,1128163,0.08863967352235448
Tongue,Female,2008-2011,25-29,6,6,1115926,0.5376700605595711
Tongue,Female,2008-2011,30-34,7,6,901495,0.6655610957354172
Tongue,Female,2008-2011,35-39,8,8,804982,0.9938110417375793
Tongue,Female,2008-2011,40-44,9,11,637887,1.7244433575225706
Tongue,Female,2008-2011,45-49,10,16,618364,2.5874727506775943
Tongue,Female,2008-2011,50-54,11,16,452736,3.5340684195646026
Tongue,Female,2008-2011,55-59,12,19,301253,6.306991133698254
Tongue,Female,2008-2011,60-64,13,9,259687,3.4657106439675456
Tongue,Female,2008-2011,65-69,14,9,256286,3.5117017706780707
Tongue,Female,2008-2011,70-74,15,9,160934,5.592354629848261
Tongue,Female,2008-2011,75-79,16,4,186746,2.1419468154605723
Tongue,Male,2008-2011,0-4,1,0,998887,0.0
Tongue,Male,2008-2011,5-9,2,0,807911,0.0
Tongue,Male,2008-2011,10-14,3,0,1245851,0.0
Tongue,Male,2008-2011,15-19,4,0,1270231,0.0
Tongue,Male,2008-2011,20-24,5,2,1437551,0.1391254988518668
Tongue,Male,2008-2011,25-29,6,8,1271128,0.6293622672146314
Tongue,Male,2008-2011,30-34,7,24,1026110,2.3389305240178926
Tongue,Male,2008-2011,35-39,8,32,810974,3.9458724940626952
Tongue,Male,2008-2011,40-44,9,45,720791,6.243141215692205
Tongue,Male,2008-2011,45-49,10,25,596503,4.191093758120244
Tongue,Male,2008-2011,50-54,11,29,537176,5.398603064917271
Tongue,Male,2008-2011,55-59,12,42,345999,12.138763406830657
Tongue,Male,2008-2011,60-64,13,37,243451,15.19813021922276
Tongue,Male,2008-2011,65-69,14,27,210311,12.838130197659657
Tongue,Male,2008-2011,70-74,15,20,131185,15.24564546251477
Tongue,Male,2008-2011,75-79,16,15,172552,8.693031665816681
Tongue,Female,2013-2017,0-4,1,0,1074305,0.0
Tongue,Female,2013-2017,5-9,2,0,963313,0.0
Tongue,Female,2013-2017,10-14,3,0,907697,0.0
Tongue,Female,2013-2017,15-19,4,0,996311,0.0
Tongue,Female,2013-2017,20-24,5,2,1541215,0.1297677481727079
Tongue,Female,2013-2017,25-29,6,1,1650504,0.060587553862335386
Tongue,Female,2013-2017,30-34,7,7,1297818,0.5393668449659351
Tongue,Female,2013-2017,35-39,8,10,1062421,0.9412464550305388
Tongue,Female,2013-2017,40-44,9,18,877902,2.0503427489628683
Tongue,Female,2013-2017,45-49,10,27,736162,3.6676709745952656
Tongue,Female,2013-2017,50-54,11,43,610618,7.042045927240927
Tongue,Female,2013-2017,55-59,12,27,513842,5.254533494731843
Tongue,Female,2013-2017,60-64,13,24,439699,5.458279413871762
Tongue,Female,2013-2017,65-69,14,28,273122,10.251828853040033
Tongue,Female,2013-2017,70-74,15,16,193940,8.249974218830566
Tongue,Female,2013-2017,75-79,16,12,261372,4.591157430788302
Tongue,Male,2013-2017,0-4,1,0,1197333,0.0
Tongue,Male,2013-2017,5-9,2,0,1112778,0.0
Tongue,Male,2013-2017,10-14,3,0,1031264,0.0
Tongue,Male,2013-2017,15-19,4,0,1142065,0.0
Tongue,Male,2013-2017,20-24,5,1,1686156,0.05930649358659578
Tongue,Male,2013-2017,25-29,6,8,1790878,0.44670826265105723
Tongue,Male,2013-2017,30-34,7,28,1506026,1.8591976499741705
Tongue,Male,2013-2017,35-39,8,59,1224909,4.816684341449038
Tongue,Male,2013-2017,40-44,9,86,964181,8.919487108748255
Tongue,Male,2013-2017,45-49,10,89,760050,11.709755937109401
Tongue,Male,2013-2017,50-54,11,71,641815,11.062377787991867
Tongue,Male,2013-2017,55-59,12,67,536567,12.486791025165543
Tongue,Male,2013-2017,60-64,13,56,456396,12.27004618795958
Tongue,Male,2013-2017,65-69,14,46,299347,15.366781694822397
Tongue,Male,2013-2017,70-74,15,30,197559,15.185337038555572
Tongue,Male,2013-2017,75-79,16,20,237704,8.413825598223
